chr20:49564400-49566800,ENSG00000000419.8$DPM1$chr20$49575092$-,0.66
chr1:169900600-169902000,ENSG00000000457.9$SCYL3$chr1$169863408$-,0.48
chr1:27969800-27971800,ENSG00000000938.8$FGR$chr1$27961788$-,0.63
chr1:27972600-27974000,ENSG00000000938.8$FGR$chr1$27961788$-,0.65
chr6:143769600-143771200,ENSG00000001036.9$FUCA2$chr6$143832827$-,0.55
chr6:143772600-143775000,ENSG00000001036.9$FUCA2$chr6$143832827$-,0.59
chr6:41037000-41039200,ENSG00000001167.10$NFYA$chr6$41040684$+,0.41
chrX:64747800-64749200,ENSG00000001497.12$LAS1L$chrX$64754655$-,0.41
chr6:46066000-46068400,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.5
chr6:46068600-46068800,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.42
chr6:46069800-46070800,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.46
chr6:46080800-46083200,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.66
chr6:46101000-46103200,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.74
chr6:46104200-46106600,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.62
chr6:46133800-46134000,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.57
chr6:46134200-46134600,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.61
chr6:46201200-46203600,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.37
chr6:46205200-46206400,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.37
chr6:46210600-46212800,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.35
chr6:46213600-46215200,ENSG00000001561.6$ENPP4$chr6$46097730$+,0.35
chr7:91888000-91890400,ENSG00000001629.5$ANKIB1$chr7$91875548$+,0.62
chr7:91911400-91913400,ENSG00000001629.5$ANKIB1$chr7$91875548$+,0.55
chr7:91888000-91890400,ENSG00000001631.10$KRIT1$chr7$91875480$-,0.69
chr7:91911400-91913400,ENSG00000001631.10$KRIT1$chr7$91875480$-,0.64
chr12:1067200-1068800,ENSG00000002016.12$RAD52$chr12$1099219$-,0.58
chr12:1127800-1129000,ENSG00000002016.12$RAD52$chr12$1099219$-,0.6
chr12:1276200-1277200,ENSG00000002016.12$RAD52$chr12$1099219$-,0.37
chr12:1279600-1281800,ENSG00000002016.12$RAD52$chr12$1099219$-,0.44
chr12:946800-948800,ENSG00000002016.12$RAD52$chr12$1099219$-,0.35
chr11:63907600-63909800,ENSG00000002330.9$BAD$chr11$64052176$-,0.4
chr11:63927200-63928000,ENSG00000002330.9$BAD$chr11$64052176$-,0.39
chr11:64070600-64072000,ENSG00000002330.9$BAD$chr11$64052176$-,0.57
chr11:64074000-64076000,ENSG00000002330.9$BAD$chr11$64052176$-,0.68
chr11:64212000-64213600,ENSG00000002330.9$BAD$chr11$64052176$-,0.38
chr4:17457600-17457800,ENSG00000002549.8$LAP3$chr4$17578815$+,0.35
chr4:17528200-17529600,ENSG00000002549.8$LAP3$chr4$17578815$+,0.56
chr4:17531000-17533400,ENSG00000002549.8$LAP3$chr4$17578815$+,0.57
chr4:17629200-17629800,ENSG00000002549.8$LAP3$chr4$17578815$+,0.43
chr4:17642400-17643000,ENSG00000002549.8$LAP3$chr4$17578815$+,0.4
chr4:17682000-17684000,ENSG00000002549.8$LAP3$chr4$17578815$+,0.43
chr17:36981800-36982600,ENSG00000002834.13$LASP1$chr17$37026112$+,0.48
chr17:36996000-36998200,ENSG00000002834.13$LASP1$chr17$37026112$+,0.52
chr17:37000400-37001200,ENSG00000002834.13$LASP1$chr17$37026112$+,0.58
chr7:150548200-150550600,ENSG00000002933.3$TMEM176A$chr7$150497491$+,0.53
chr12:9042200-9043800,ENSG00000003056.3$M6PR$chr12$9102551$-,0.38
chr2:72322000-72323800,ENSG00000003137.4$CYP26B1$chr2$72375167$-,0.38
chr2:72489800-72492200,ENSG00000003137.4$CYP26B1$chr2$72375167$-,0.49
chr16:90061800-90063000,ENSG00000003249.9$DBNDD1$chr16$90086536$-,0.39
chr16:90149200-90150000,ENSG00000003249.9$DBNDD1$chr16$90086536$-,0.45
chr2:37352200-37353400,ENSG00000003509.11$NDUFAF7$chr2$37458774$+,0.35
chr3:50045800-50047200,ENSG00000003756.12$RBM5$chr3$50126341$+,0.35
chr8:17311600-17311800,ENSG00000003987.9$MTMR7$chr8$17271037$-,0.52
chr8:17312800-17313800,ENSG00000003987.9$MTMR7$chr8$17271037$-,0.44
chr8:17311600-17311800,ENSG00000003989.12$SLC7A2$chr8$17354597$+,0.65
chr8:17312800-17313800,ENSG00000003989.12$SLC7A2$chr8$17354597$+,0.57
chr8:17414000-17416400,ENSG00000003989.12$SLC7A2$chr8$17354597$+,0.47
chr8:17483600-17485200,ENSG00000003989.12$SLC7A2$chr8$17354597$+,0.48
chr8:17490000-17491800,ENSG00000003989.12$SLC7A2$chr8$17354597$+,0.41
chr7:127259600-127261600,ENSG00000004059.6$ARF5$chr7$127228399$+,0.68
chr17:26682000-26684000,ENSG00000004139.9$SARM1$chr17$26691378$+,0.64
chr17:26685000-26686600,ENSG00000004139.9$SARM1$chr17$26691378$+,0.65
chr3:129388000-129390400,ENSG00000004399.8$PLXND1$chr3$129325661$-,0.63
chr3:129397600-129399400,ENSG00000004399.8$PLXND1$chr3$129325661$-,0.45
chr3:129426800-129428800,ENSG00000004399.8$PLXND1$chr3$129325661$-,0.46
chr3:129481000-129481200,ENSG00000004399.8$PLXND1$chr3$129325661$-,0.39
chr3:129530800-129532400,ENSG00000004399.8$PLXND1$chr3$129325661$-,0.44
chr1:33557400-33559200,ENSG00000004455.12$AK2$chr1$33546597$-,0.55
chr1:33620800-33623000,ENSG00000004455.12$AK2$chr1$33546597$-,0.35
chr4:15593000-15595200,ENSG00000004468.8$CD38$chr4$15779898$+,0.36
chr4:15799800-15802000,ENSG00000004468.8$CD38$chr4$15779898$+,0.68
chr4:15853000-15854200,ENSG00000004468.8$CD38$chr4$15779898$+,0.49
chr4:15873000-15874000,ENSG00000004468.8$CD38$chr4$15779898$+,0.45
chr4:15978000-15979200,ENSG00000004468.8$CD38$chr4$15779898$+,0.39
chr4:16002400-16004400,ENSG00000004468.8$CD38$chr4$15779898$+,0.42
chr12:2953800-2956200,ENSG00000004478.5$FKBP4$chr12$2904119$+,0.59
chr12:2997800-2999600,ENSG00000004478.5$FKBP4$chr12$2904119$+,0.38
chr1:23336400-23338400,ENSG00000004487.11$KDM1A$chr1$23345941$+,0.68
chr1:23344600-23345400,ENSG00000004487.11$KDM1A$chr1$23345941$+,0.45
chr3:49967600-49969800,ENSG00000004534.10$RBM6$chr3$49977440$+,0.55
chr3:49994600-49996600,ENSG00000004534.10$RBM6$chr3$49977440$+,0.5
chr3:50045800-50047200,ENSG00000004534.10$RBM6$chr3$49977440$+,0.36
chr17:3731200-3733600,ENSG00000004660.10$CAMKK1$chr17$3798185$-,0.42
chr17:3804000-3805600,ENSG00000004660.10$CAMKK1$chr17$3798185$-,0.75
chr17:3838000-3840200,ENSG00000004660.10$CAMKK1$chr17$3798185$-,0.6
chr7:92874600-92877000,ENSG00000004766.11$CCDC132$chr7$92861653$+,0.46
chr19:36118600-36119200,ENSG00000004776.7$HSPB6$chr19$36248980$-,0.4
chr19:36180200-36181600,ENSG00000004776.7$HSPB6$chr19$36248980$-,0.52
chr19:36192400-36193400,ENSG00000004776.7$HSPB6$chr19$36248980$-,0.55
chr19:36237000-36239400,ENSG00000004776.7$HSPB6$chr19$36248980$-,0.61
chr19:36239800-36242000,ENSG00000004776.7$HSPB6$chr19$36248980$-,0.6
chr19:36242400-36242600,ENSG00000004776.7$HSPB6$chr19$36248980$-,0.57
chr19:36237000-36239400,ENSG00000004777.14$ARHGAP33$chr19$36265434$+,0.36
chr19:36239800-36242000,ENSG00000004777.14$ARHGAP33$chr19$36265434$+,0.42
chr19:36242400-36242600,ENSG00000004777.14$ARHGAP33$chr19$36265434$+,0.44
chr16:23546000-23548000,ENSG00000004779.5$NDUFAB1$chr16$23607677$-,0.41
chr16:23575000-23575200,ENSG00000004779.5$NDUFAB1$chr16$23607677$-,0.46
chr16:23575600-23577400,ENSG00000004779.5$NDUFAB1$chr16$23607677$-,0.46
chr16:23598400-23600200,ENSG00000004779.5$NDUFAB1$chr16$23607677$-,0.46
chr16:23653600-23655800,ENSG00000004779.5$NDUFAB1$chr16$23607677$-,0.49
