chr17:48228924-48229616,NM_000023$SGCA$chr17$48243365$+%NM_001135697$SGCA$chr17$48243365$+,0.54
chr17:48251038-48251269,NM_000023$SGCA$chr17$48243365$+%NM_001135697$SGCA$chr17$48243365$+,0.46
chr19:45350775-45351289,NM_000041$APOE$chr19$45409005$+%NM_001302688$APOE$chr19$45409005$+%NM_001302691$APOE$chr19$45409005$+,0.42
chr17:4752478-4752731,NM_000080$CHRNE$chr17$4806369$-,0.49
chr17:4753672-4753828,NM_000080$CHRNE$chr17$4806369$-,0.35
chr17:4812526-4812616,NM_000080$CHRNE$chr17$4806369$-,0.5
chr17:48251038-48251269,NM_000088$COL1A1$chr17$48279000$-,0.58
chr17:48348027-48348139,NM_000088$COL1A1$chr17$48279000$-,0.41
chr9:137348030-137348540,NM_000093$COL5A1$chr9$137533650$+%NM_001278074$COL5A1$chr9$137533650$+,0.46
chr2:38373682-38374230,NM_000104$CYP1B1$chr2$38303323$-,0.39
chr9:132359283-132359664,NM_000113$TOR1A$chr9$132586441$-,0.3
chr9:132505331-132505539,NM_000113$TOR1A$chr9$132586441$-,0.47
chr9:132512351-132512751,NM_000113$TOR1A$chr9$132586441$-,0.49
chr10:50776206-50776746,NM_000124$ERCC6$chr10$50747169$-%NM_001277058$ERCC6-PGBD3$chr10$50747169$-,0.36
chr19:49466802-49467527,NM_000146$FTL$chr19$49468565$+,0.32
chr19:49495555-49495708,NM_000146$FTL$chr19$49468565$+,0.39
chr19:1266359-1266798,NM_000156$GAMT$chr19$1401569$-%NM_138924$GAMT$chr19$1401569$-,0.42
chr1:154973036-154973200,NM_000157$GBA$chr1$155211069$-,0.35
chr17:4812526-4812616,NM_000173$GP1BA$chr17$4835591$+,0.41
chr17:73696530-73696897,NM_000213$ITGB4$chr17$73717515$+%NM_001005731$ITGB4$chr17$73717515$+,0.5
chr12:53265042-53265518,NM_000224$KRT18$chr12$53342842$+,0.33
chr12:53267781-53268340,NM_000224$KRT18$chr12$53342842$+,0.37
chr12:53359181-53359363,NM_000224$KRT18$chr12$53342842$+,0.37
chr18:21417655-21417852,NM_000227$LAMA3$chr18$21452983$+%NM_001127718$LAMA3$chr18$21452983$+,0.42
chrX:18904688-18905149,NM_000292$PHKA2$chrX$19002480$-,0.33
chr11:62311446-62311797,NM_000327$ROM1$chr11$62380212$+,0.34
chrX:18693104-18693424,NM_000330$RS1$chrX$18690223$-,0.33
chr17:42404001-42404290,NM_000342$SLC4A1$chr17$42345502$-,0.4
chr5:135335114-135335504,NM_000358$TGFBI$chr5$135364583$+,0.5
chr14:24712544-24712898,NM_000359$TGM1$chr14$24732416$-,0.41
chr11:2164154-2164440,NM_000360$TH$chr11$2193035$-%NM_199293$TH$chr11$2193035$-%NM_199292$TH$chr11$2193035$-,0.5
chr11:2200082-2200579,NM_000360$TH$chr11$2193035$-%NM_199293$TH$chr11$2193035$-%NM_199292$TH$chr11$2193035$-,0.35
chr20:23075489-23075921,NM_000361$THBD$chr20$23030301$-,0.59
chr22:33199078-33199894,NM_000362$TIMP3$chr22$33196801$+,0.37
chr12:7000184-7000641,NM_000365$TPI1$chr12$6976692$+,0.47
chr18:29092491-29092685,NM_000371$TTR$chr18$29171729$+,0.31
chr6:36634782-36635224,NM_000389$CDKN1A$chr6$36646455$+,0.3
chr2:190043432-190043827,NM_000393$COL5A2$chr2$190044605$-,0.46
chr2:157190328-157191531,NM_000408$GPD2$chr2$157292899$+,0.45
chr17:39682585-39682843,NM_000422$KRT17$chr17$39780882$-,0.45
chr17:39686458-39686891,NM_000422$KRT17$chr17$39780882$-,0.38
chr17:39692337-39692600,NM_000422$KRT17$chr17$39780882$-,0.33
chr17:39807728-39808143,NM_000422$KRT17$chr17$39780882$-,0.38
chr17:39810156-39810822,NM_000422$KRT17$chr17$39780882$-,0.48
chr17:39811785-39812247,NM_000422$KRT17$chr17$39780882$-,0.34
chr17:39949517-39949745,NM_000422$KRT17$chr17$39780882$-,0.38
chr12:52888449-52888608,NM_000424$KRT5$chr12$52914243$-,0.74
chr12:52889322-52889458,NM_000424$KRT5$chr12$52914243$-,0.74
chr12:52890343-52890794,NM_000424$KRT5$chr12$52914243$-,0.74
chr8:145015768-145015971,NM_000445$PLEC$chr8$145050913$-,0.3
chr8:145025737-145026802,NM_000445$PLEC$chr8$145050913$-,0.47
chr19:1266359-1266798,NM_000455$STK11$chr19$1205797$+,0.38
chr19:2059605-2060167,NM_000479$AMH$chr19$2249112$+,0.32
chr19:2061356-2061737,NM_000479$AMH$chr19$2249112$+,0.33
chr16:88837093-88837695,NM_000485$APRT$chr16$88878342$-%NM_001030018$APRT$chr16$88878342$-,0.59
chr16:88848890-88849172,NM_000485$APRT$chr16$88878342$-%NM_001030018$APRT$chr16$88878342$-,0.65
chr17:39686458-39686891,NM_000526$KRT14$chr17$39743147$-,0.56
chr17:39692337-39692600,NM_000526$KRT14$chr17$39743147$-,0.51
chr17:39810156-39810822,NM_000526$KRT14$chr17$39743147$-,0.39
chr2:234156397-234156705,NM_000541$SAG$chr2$234216308$+,0.31
chr2:113551784-113552157,NM_000575$IL1A$chr2$113542971$-,0.58
chr7:100743461-100743946,NM_000602$SERPINE1$chr7$100770369$+,0.41
chr11:2198525-2198662,NM_000612$IGF2$chr11$2160204$-,0.33
chr11:2200082-2200579,NM_000612$IGF2$chr11$2160204$-,0.31
chr18:61033511-61033750,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.83
chr19:40939716-40940068,NM_000713$BLVRB$chr19$40971725$-,0.33
chr19:49465555-49466264,NM_000737$CGB$chr19$49527632$-,0.48
chr19:49466802-49467527,NM_000737$CGB$chr19$49527632$-,0.45
chr19:49495555-49495708,NM_000737$CGB$chr19$49527632$-,0.38
chr17:7379219-7379555,NM_000747$CHRNB1$chr17$7348405$+,0.54
chr15:74689389-74689592,NM_000781$CYP11A1$chr15$74660081$-,0.41
chr17:39807728-39808143,NM_000805$GAST$chr17$39868577$+,0.3
chr17:39810156-39810822,NM_000805$GAST$chr17$39868577$+,0.43
chr17:39811785-39812247,NM_000805$GAST$chr17$39868577$+,0.36
chr17:39949517-39949745,NM_000805$GAST$chr17$39868577$+,0.31
chr13:114565478-114566323,NM_000820$GAS6$chr13$114567076$-,0.39
chr13:114600157-114600520,NM_000820$GAS6$chr13$114567076$-,0.52
chr8:145015768-145015971,NM_000837$GRINA$chr8$145064225$+%NM_001009184$GRINA$chr8$145064225$+,0.46
chr8:145025737-145026802,NM_000837$GRINA$chr8$145064225$+%NM_001009184$GRINA$chr8$145064225$+,0.67
chr22:24255997-24256450,NM_000853$GSTT1$chr22$24384311$-%NM_001293807$GSTT1$chr22$24384311$-%NM_001293808$GSTT1$chr22$24384311$-%NM_001293809$GSTT1$chr22$24384311$-%NM_001293810$GSTT1$chr22$24384311$-%NM_001293811$GSTT1$chr22$24384311$-%NM_001293812$GSTT1$chr22$24384311$-%NM_001293813$GSTT1$chr22$24384311$-%NM_001293814$GSTT1$chr22$24384311$-,0.35
chr22:24255997-24256450,NM_000854$GSTT2$chr22$24322218$+%NM_001302670$GSTT2$chr22$24322218$+,0.42
chr15:99193577-99194531,NM_000875$IGF1R$chr15$99191767$+%NM_001291858$IGF1R$chr15$99191767$+,0.39
chr19:49465555-49466264,NM_000894$LHB$chr19$49520347$-,0.45
chr19:49466802-49467527,NM_000894$LHB$chr19$49520347$-,0.41
chr19:49495555-49495708,NM_000894$LHB$chr19$49520347$-,0.34
chr19:18402387-18403564,NM_000923$PDE4C$chr19$18359010$-,0.31
chr17:1620806-1621089,NM_000934$SERPINF2$chr17$1646129$+%NM_001165921$SERPINF2$chr17$1646129$+,0.34
chr2:25438901-25439135,NM_000939$POMC$chr2$25391559$-%NM_001035256$POMC$chr2$25391559$-,0.43
chr19:14616908-14617174,NM_000955$PTGER1$chr19$14586174$-,0.3
chr22:39649567-39649736,NM_000967$RPL3$chr22$39715670$-%NM_001033853$RPL3$chr22$39715670$-,0.47
chr22:39693596-39693744,NM_000967$RPL3$chr22$39715670$-%NM_001033853$RPL3$chr22$39715670$-,0.45
chr22:39704707-39705214,NM_000967$RPL3$chr22$39715670$-%NM_001033853$RPL3$chr22$39715670$-,0.53
chr1:93427945-93428408,NM_000969$RPL5$chr1$93297593$+,0.34
chr8:145911932-145912089,NM_000973$RPL8$chr8$146017805$-,0.34
chr9:130329548-130329691,NM_000976$RPL12$chr9$130213711$-,0.31
chr17:27072804-27073286,NM_000984$RPL23A$chr17$27046999$+,0.37
chr17:8095551-8095762,NM_000987$RPL26$chr17$8286565$-,0.33
chr19:55988531-55988605,NM_000991$RPL28$chr19$55897299$+%NM_001136137$RPL28$chr19$55897299$+%NM_001136136$RPL28$chr19$55897299$+%NM_001136134$RPL28$chr19$55897299$+%NM_001136135$RPL28$chr19$55897299$+,0.44
chr3:52080287-52080923,NM_000992$RPL29$chr3$52029958$-,0.43
chr3:13035460-13035932,NM_000994$RPL32$chr3$12883081$-%NM_001007073$RPL32$chr3$12883081$-,0.38
chr1:203481982-203482534,NM_001001396$ATP2B4$chr1$203595914$+%NM_001684$ATP2B4$chr1$203595914$+,0.46
chr1:203661733-203662076,NM_001001396$ATP2B4$chr1$203595914$+%NM_001684$ATP2B4$chr1$203595914$+,0.45
chr19:39894353-39894945,NM_001001563$TIMM50$chr19$39971051$+,0.46
chr7:148788628-148788884,NM_001001661$ZNF425$chr7$148823438$-,0.31
chr9:140117588-140118357,NM_001001710$FAM166A$chr9$140142244$-,0.37
chr22:50741799-50742849,NM_001001794$DENND6B$chr22$50765489$-,0.57
chr22:50742925-50743370,NM_001001794$DENND6B$chr22$50765489$-,0.49
chr22:50743986-50744741,NM_001001794$DENND6B$chr22$50765489$-,0.43
chr22:50744748-50744986,NM_001001794$DENND6B$chr22$50765489$-,0.53
chr12:120700935-120701192,NM_001002$RPLP0$chr12$120639014$-%NM_053275$RPLP0$chr12$120639014$-,0.42
chr17:72978355-72978661,NM_001002032$HN1$chr17$73150778$-%NM_001002033$HN1$chr17$73150778$-%NM_016185$HN1$chr17$73150778$-%NM_001288611$HN1$chr17$73150778$-,0.41
chr17:42634020-42634172,NM_001002909$GPATCH8$chr17$42580957$-,0.55
chr9:130461605-130461892,NM_001002913$PTRH1$chr9$130477936$-,0.32
chr1:29214759-29214998,NM_001003682$TMEM200B$chr1$29450421$-,0.33
chr1:29451057-29451462,NM_001003682$TMEM200B$chr1$29450421$-,0.31
chr3:127536409-127536633,NM_001003794$MGLL$chr3$127542093$-,0.55
chr22:20923375-20923909,NM_001003891$MED15$chr22$20861828$+%NM_001293234$MED15$chr22$20861828$+%NM_001293235$MED15$chr22$20861828$+%NM_015889$MED15$chr22$20861828$+%NM_001293236$MED15$chr22$20861828$+,0.5
chr15:90958026-90958305,NM_001004309$ZNF774$chr15$90895476$+,0.46
chr9:140117588-140118357,NM_001004354$NRARP$chr9$140196703$-,0.31
chr17:7738822-7740614,NM_001005271$CHD3$chr17$7788122$+,0.85
chr17:7746991-7747556,NM_001005271$CHD3$chr17$7788122$+,0.7
chr19:39182594-39182977,NM_001005335$HNRNPL$chr19$39342979$-,0.34
chr9:130329548-130329691,NM_001005373$LRSAM1$chr9$130213764$+%NM_001190723$LRSAM1$chr9$130213764$+%NM_138361$LRSAM1$chr9$130213764$+,0.46
chr9:130461605-130461892,NM_001005373$LRSAM1$chr9$130213764$+%NM_001190723$LRSAM1$chr9$130213764$+%NM_138361$LRSAM1$chr9$130213764$+,0.36
chr17:73696530-73696897,NM_001005619$ITGB4$chr17$73720775$+,0.34
chr17:37910411-37911394,NM_001005862$ERBB2$chr17$37844336$+%NM_001289936$ERBB2$chr17$37844336$+%NM_001289938$ERBB2$chr17$37844336$+,0.44
chr3:128945338-128945482,NM_001006109$HMCES$chr3$128997816$+,0.5
chr1:93427945-93428408,NM_001006605$FAM69A$chr1$93427079$-%NM_001252269$FAM69A$chr1$93427079$-%NM_001252270$FAM69A$chr1$93427079$-%NM_001252273$FAM69A$chr1$93427079$-,0.46
chr1:26907862-26908015,NM_001006665$RPS6KA1$chr1$26872342$+,0.38
