chr9:115982258-115982474,NM_000031$ALAD$chr9$116163618$-,0.4
chr19:45393623-45393866,NM_000041$APOE$chr19$45409005$+%NM_001302688$APOE$chr19$45409005$+%NM_001302691$APOE$chr19$45409005$+,0.49
chr21:44529146-44529448,NM_000071$CBS$chr21$44496040$-,0.46
chr21:44597156-44597534,NM_000071$CBS$chr21$44496040$-,0.48
chr11:118112268-118112532,NM_000073$CD3G$chr11$118215058$+,0.78
chr11:118187372-118187677,NM_000073$CD3G$chr11$118215058$+,0.43
chrX:135628652-135628822,NM_000074$CD40LG$chrX$135730335$+,0.65
chr12:58134915-58135263,NM_000075$CDK4$chr12$58146230$-,0.4
chr3:98273466-98273625,NM_000097$CPOX$chr3$98312455$-,0.32
chr3:98282496-98282734,NM_000097$CPOX$chr3$98312455$-,0.53
chr21:45080522-45080871,NM_000100$CSTB$chr21$45196256$-,0.32
chr16:88701263-88701663,NM_000101$CYBA$chr16$88717492$-,0.41
chr9:132648080-132648314,NM_000113$TOR1A$chr9$132586441$-,0.53
chrX:154256125-154256514,NM_000132$F8$chrX$154250998$-,0.56
chr16:89904172-89904600,NM_000135$FANCA$chr16$89883065$-%NM_001286167$FANCA$chr16$89883065$-%NM_001018112$FANCA$chr16$89883065$-,0.64
chr17:77970749-77971301,NM_000152$GAA$chr17$78075354$+%NM_001079803$GAA$chr17$78075354$+%NM_001079804$GAA$chr17$78075354$+,0.38
chr14:55569033-55569319,NM_000161$GCH1$chr14$55369542$-%NM_001024024$GCH1$chr14$55369542$-%NM_001024071$GCH1$chr14$55369542$-%NM_001024070$GCH1$chr14$55369542$-,0.34
chr14:55569733-55570176,NM_000161$GCH1$chr14$55369542$-%NM_001024024$GCH1$chr14$55369542$-%NM_001024071$GCH1$chr14$55369542$-%NM_001024070$GCH1$chr14$55369542$-,0.34
chrX:70401853-70402134,NM_000166$GJB1$chrX$70443055$+,0.37
chr9:6680895-6681975,NM_000170$GLDC$chr9$6645692$-,0.35
chr3:128837764-128838022,NM_000174$GP9$chr3$128779609$+,0.32
chr10:70849672-70851282,NM_000188$HK1$chr10$71078602$+,0.36
chr10:70884620-70884824,NM_000188$HK1$chr10$71078602$+,0.33
chrX:133509019-133509280,NM_000194$HPRT1$chrX$133594174$+,0.58
chr17:78228476-78228940,NM_000199$SGSH$chr17$78194199$-,0.44
chr19:10346765-10347120,NM_000201$ICAM1$chr19$10381516$+,0.61
chr19:10535896-10536533,NM_000201$ICAM1$chr19$10381516$+,0.4
chrX:70401853-70402134,NM_000206$IL2RG$chrX$70331481$-,0.31
chr19:48761702-48761955,NM_000234$LIG1$chr19$48673860$-%NM_001289063$LIG1$chr19$48673860$-%NM_001289064$LIG1$chr19$48673860$-,0.31
chr7:150691752-150691942,NM_000238$KCNH2$chr7$150675402$-%NM_172056$KCNH2$chr7$150675402$-,0.3
chr7:150705271-150705459,NM_000238$KCNH2$chr7$150675402$-%NM_172056$KCNH2$chr7$150675402$-,0.37
chr12:69723846-69724038,NM_000239$LYZ$chr12$69742133$+,0.33
chr12:69724869-69725108,NM_000239$LYZ$chr12$69742133$+,0.31
chr17:56419503-56419633,NM_000250$MPO$chr17$56358296$-,0.33
chr9:98273012-98273438,NM_000264$PTCH1$chr9$98270831$-,0.37
chr14:21150605-21151121,NM_000270$PNP$chr14$20937537$+,0.37
chr6:42743007-42743021,NM_000287$PEX6$chr6$42946981$-,0.3
chr7:44085815-44086626,NM_000290$PGAM2$chr7$44105186$-,0.43
chrX:18904688-18905149,NM_000292$PHKA2$chrX$19002480$-,0.33
chr1:11968510-11969143,NM_000302$PLOD1$chr1$11994723$+,0.36
chr2:128147350-128147625,NM_000312$PROC$chr2$128175995$+,0.38
chr6:42694331-42694739,NM_000322$PRPH2$chr6$42690358$-,0.34
chr17:42404001-42404290,NM_000342$SLC4A1$chr17$42345502$-,0.3
chr19:55627475-55627790,NM_000363$TNNI3$chr19$55669100$-,0.31
chrX:48571837-48572283,NM_000377$WAS$chrX$48542185$+,0.39
chr21:44597156-44597534,NM_000394$CRYAA$chr21$44589117$+,0.44
chr22:37484097-37484413,NM_000395$CSF2RB$chr22$37309674$+,0.44
chr5:150593680-150594043,NM_000405$GM2A$chr5$150632612$+%NM_001167607$GM2A$chr5$150632612$+,0.54
chr10:6074786-6074988,NM_000417$IL2RA$chr10$6104333$-,0.38
chr10:6100768-6101025,NM_000417$IL2RA$chr10$6104333$-,0.31
chr10:6114381-6114875,NM_000417$IL2RA$chr10$6104333$-,0.31
chr10:6116806-6117095,NM_000417$IL2RA$chr10$6104333$-,0.34
chr17:2305266-2305571,NM_000430$PAFAH1B1$chr17$2496922$+,0.48
chr6:31702368-31703528,NM_000434$NEU1$chr6$31830709$-,0.48
chr6:31705604-31706142,NM_000434$NEU1$chr6$31830709$-,0.5
chr8:145025737-145026802,NM_000445$PLEC$chr8$145050913$-,0.47
chr19:17961350-17961505,NM_000453$SLC5A5$chr19$17982781$+,0.48
chr19:1028160-1028923,NM_000455$STK11$chr19$1205797$+,0.33
chr19:1069175-1069494,NM_000455$STK11$chr19$1205797$+,0.45
chr19:1252961-1253429,NM_000455$STK11$chr19$1205797$+,0.47
chr19:1408607-1408695,NM_000455$STK11$chr19$1205797$+,0.42
chr12:56323148-56323586,NM_000456$SUOX$chr12$56391042$+%NM_001032387$SUOX$chr12$56391042$+%NM_001032386$SUOX$chr12$56391042$+,0.47
chr19:45393623-45393866,NM_000483$APOC2$chr19$45449238$+,0.34
chr16:88701263-88701663,NM_000485$APRT$chr16$88878342$-%NM_001030018$APRT$chr16$88878342$-,0.34
chr12:50339326-50339779,NM_000486$AQP2$chr12$50344523$+,0.41
chr15:75018665-75019349,NM_000499$CYP1A1$chr15$75017877$-,0.48
chr19:49092091-49092636,NM_000511$FUT2$chr19$49199227$+%NM_001097638$FUT2$chr19$49199227$+,0.33
chr1:161321309-161321798,NM_000530$MPZ$chr1$161279762$-,0.37
chr6:32577297-32577935,NM_000544$TAP2$chr6$32806547$-%NM_018833$TAP2$chr6$32806547$-,0.47
chr1:115605190-115605611,NM_000549$TSHB$chr1$115572444$+,0.44
chr3:10240691-10241307,NM_000551$VHL$chr3$10183318$+%NM_198156$VHL$chr3$10183318$+,0.38
chr1:110333273-110333688,NM_000561$GSTM1$chr1$110230417$+%NM_146421$GSTM1$chr1$110230417$+,0.32
chr1:110454846-110455290,NM_000561$GSTM1$chr1$110230417$+%NM_146421$GSTM1$chr1$110230417$+,0.43
chr1:154154606-154155027,NM_000565$IL6R$chr1$154377668$+%NM_001206866$IL6R$chr1$154377668$+%NM_181359$IL6R$chr1$154377668$+,0.39
chr1:161500608-161500899,NM_000569$FCGR3A$chr1$161519818$-%NM_001127592$FCGR3A$chr1$161519818$-,0.44
chr1:206931189-206931520,NM_000572$IL10$chr1$206945839$-,0.36
chr6:32577297-32577935,NM_000593$TAP1$chr6$32821748$-,0.45
chr6:31705604-31706142,NM_000595$LTA$chr6$31540070$+,0.34
chr7:150691752-150691942,NM_000603$NOS3$chr7$150688143$+,0.41
chr9:117125723-117126093,NM_000607$ORM1$chr9$117085302$+,0.38
chr9:117125723-117126093,NM_000608$ORM2$chr9$117092068$+,0.37
chr9:117135053-117135760,NM_000608$ORM2$chr9$117092068$+,0.35
chr9:117147567-117148178,NM_000608$ORM2$chr9$117092068$+,0.31
chr22:37297352-37297636,NM_000631$NCF4$chr22$37257029$+%NM_013416$NCF4$chr22$37257029$+,0.61
chr18:60873001-60873358,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.39
chr18:60874386-60874946,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.38
chr18:60875086-60875640,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.51
chr18:60877535-60878009,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.44
chr18:60880346-60881040,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.4
chr18:61033511-61033750,NM_000633$BCL2$chr18$60986613$-%NM_000657$BCL2$chr18$60986613$-,0.36
chr19:55850120-55850505,NM_000641$IL11$chr19$55881831$-%NM_001267718$IL11$chr19$55881831$-,0.34
chr1:169860308-169860488,NM_000655$SELL$chr1$169680843$-,0.31
chr19:42037922-42038313,NM_000660$TGFB1$chr19$41859838$-,0.35
chr4:39354929-39355678,NM_000661$RPL9$chr4$39460568$-,0.32
chr22:24796747-24798216,NM_000675$ADORA2A$chr22$24823529$+%NM_001278499$ADORA2A$chr22$24823529$+,0.48
chr17:15959345-15959465,NM_000676$ADORA2B$chr17$15848230$+,0.38
chr1:112013331-112014031,NM_000677$ADORA3$chr1$112046743$-%NM_020683$TMIGD3$chr1$112046743$-%NM_001302679$ADORA3$chr1$112046743$-%NM_001302678$ADORA3$chr1$112046743$-,0.44
chr9:75747117-75747734,NM_000700$ANXA1$chr9$75766780$+,0.47
chr9:75830998-75831340,NM_000700$ANXA1$chr9$75766780$+,0.46
chr19:36100762-36101128,NM_000704$ATP4A$chr19$36054560$-,0.46
chr7:43625905-43626316,NM_000712$BLVRA$chr7$43798271$+%NM_001253823$BLVRA$chr7$43798271$+,0.42
chr22:43653252-43653585,NM_000714$TSPO$chr22$43547519$+,0.33
chr17:58228760-58229091,NM_000717$CA4$chr17$58227301$+,0.33
chr11:118112268-118112532,NM_000732$CD3D$chr11$118213459$-%NM_001040651$CD3D$chr11$118213459$-,0.76
chr11:118187372-118187677,NM_000732$CD3D$chr11$118213459$-%NM_001040651$CD3D$chr11$118213459$-,0.56
chr11:118112268-118112532,NM_000733$CD3E$chr11$118175294$+,0.39
chr1:167416859-167417570,NM_000734$CD247$chr1$167487847$-%NM_198053$CD247$chr1$167487847$-,0.42
chr1:167586596-167587245,NM_000734$CD247$chr1$167487847$-%NM_198053$CD247$chr1$167487847$-,0.42
chr5:131437879-131438240,NM_000758$CSF2$chr5$131409484$+,0.54
chr15:75018665-75019349,NM_000761$CYP1A2$chr15$75041183$+,0.33
chr15:75073348-75073866,NM_000761$CYP1A2$chr15$75041183$+,0.32
chr12:58134915-58135263,NM_000785$CYP27B1$chr12$58160976$-,0.33
chr1:1840449-1840835,NM_000815$GABRD$chr1$1950767$+,0.33
chr8:145025737-145026802,NM_000837$GRINA$chr8$145064225$+%NM_001009184$GRINA$chr8$145064225$+,0.46
chr1:110454846-110455290,NM_000851$GSTM5$chr1$110254863$+,0.33
chr22:24255997-24256450,NM_000853$GSTT1$chr22$24384311$-%NM_001293807$GSTT1$chr22$24384311$-%NM_001293808$GSTT1$chr22$24384311$-%NM_001293809$GSTT1$chr22$24384311$-%NM_001293810$GSTT1$chr22$24384311$-%NM_001293811$GSTT1$chr22$24384311$-%NM_001293812$GSTT1$chr22$24384311$-%NM_001293813$GSTT1$chr22$24384311$-%NM_001293814$GSTT1$chr22$24384311$-,0.51
chr22:24255997-24256450,NM_000854$GSTT2$chr22$24322218$+%NM_001302670$GSTT2$chr22$24322218$+,0.34
chr17:62140311-62140756,NM_000873$ICAM2$chr17$62084283$-,0.37
chr17:62159440-62159790,NM_000873$ICAM2$chr17$62084283$-,0.33
chr6:160402732-160403272,NM_000876$IGF2R$chr6$160390130$+,0.36
chr22:37484097-37484413,NM_000878$IL2RB$chr22$37545962$-,0.41
chr22:37518077-37518635,NM_000878$IL2RB$chr22$37545962$-,0.44
chr22:37558444-37558999,NM_000878$IL2RB$chr22$37545962$-,0.31
chr22:37624836-37624960,NM_000878$IL2RB$chr22$37545962$-,0.5
chr22:37638328-37638951,NM_000878$IL2RB$chr22$37545962$-,0.42
chr22:37663226-37663580,NM_000878$IL2RB$chr22$37545962$-,0.34
chr5:131865059-131865191,NM_000879$IL5$chr5$131879214$-,0.32
chr2:182177649-182177833,NM_000885$ITGA4$chr2$182321618$+,0.33
chr2:182331950-182332387,NM_000885$ITGA4$chr2$182321618$+,0.3
chr6:2858879-2859560,NM_000904$NQO2$chr6$3000049$+%NM_001290222$NQO2$chr6$3000049$+%NM_001290221$NQO2$chr6$3000049$+,0.36
chr19:18415031-18416060,NM_000923$PDE4C$chr19$18359010$-,0.34
chr19:50004159-50004640,NM_000951$PRRG2$chr19$50084586$+,0.31
chr20:48212349-48213057,NM_000961$PTGIS$chr20$48184707$-,0.32
chr17:38480180-38480741,NM_000964$RARA$chr17$38465422$+,0.31
chr17:38481659-38482183,NM_000964$RARA$chr17$38465422$+,0.36
chr17:38482426-38483282,NM_000964$RARA$chr17$38465422$+,0.48
chr12:53765037-53765535,NM_000966$RARG$chr12$53626040$-%NM_001243731$RARG$chr12$53626040$-%NM_001243730$RARG$chr12$53626040$-,0.33
chr16:89380978-89381130,NM_000977$RPL13$chr16$89627064$+%NM_001243131$RPL13$chr16$89627064$+%NM_001243130$RPL13$chr16$89627064$+,0.32
chr16:89571786-89572109,NM_000977$RPL13$chr16$89627064$+%NM_001243131$RPL13$chr16$89627064$+%NM_001243130$RPL13$chr16$89627064$+,0.33
chr19:49092091-49092636,NM_000979$RPL18$chr19$49122675$-%NM_001270490$RPL18$chr19$49122675$-,0.49
chr19:17961350-17961505,NM_000980$RPL18A$chr19$17970686$+,0.52
chr17:8057335-8058055,NM_000987$RPL26$chr17$8286565$-,0.33
chr19:55850120-55850505,NM_000991$RPL28$chr19$55897299$+%NM_001136137$RPL28$chr19$55897299$+%NM_001136136$RPL28$chr19$55897299$+%NM_001136134$RPL28$chr19$55897299$+%NM_001136135$RPL28$chr19$55897299$+,0.33
chr3:197439165-197439566,NM_000996$RPL35A$chr3$197677051$+,0.62
chr5:40406129-40406453,NM_000997$RPL37$chr5$40835387$-,0.38
chrX:118816365-118816526,NM_001000$RPL39$chrX$118925622$-,0.31
chrX:118819274-118819809,NM_001000$RPL39$chrX$118925622$-,0.37
chrX:118824830-118825236,NM_001000$RPL39$chrX$118925622$-,0.46
chr17:40400517-40401003,NM_001001349$NKIRAS2$chr17$40169593$+,0.37
chr11:35186946-35187176,NM_001001390$CD44$chr11$35160416$+%NM_001001391$CD44$chr11$35160416$+%NM_001001389$CD44$chr11$35160416$+%NM_001202557$CD44$chr11$35160416$+%NM_001202556$CD44$chr11$35160416$+%NM_000610$CD44$chr11$35160416$+%NM_001001392$CD44$chr11$35160416$+%NM_001202555$CD44$chr11$35160416$+,0.49
chr11:35187357-35188072,NM_001001390$CD44$chr11$35160416$+%NM_001001391$CD44$chr11$35160416$+%NM_001001389$CD44$chr11$35160416$+%NM_001202557$CD44$chr11$35160416$+%NM_001202556$CD44$chr11$35160416$+%NM_000610$CD44$chr11$35160416$+%NM_001001392$CD44$chr11$35160416$+%NM_001202555$CD44$chr11$35160416$+,0.43
chr11:35188303-35189153,NM_001001390$CD44$chr11$35160416$+%NM_001001391$CD44$chr11$35160416$+%NM_001001389$CD44$chr11$35160416$+%NM_001202557$CD44$chr11$35160416$+%NM_001202556$CD44$chr11$35160416$+%NM_000610$CD44$chr11$35160416$+%NM_001001392$CD44$chr11$35160416$+%NM_001202555$CD44$chr11$35160416$+,0.33
chr1:203561987-203562359,NM_001001396$ATP2B4$chr1$203595914$+%NM_001684$ATP2B4$chr1$203595914$+,0.62
chr1:203576404-203576703,NM_001001396$ATP2B4$chr1$203595914$+%NM_001684$ATP2B4$chr1$203595914$+,0.55
chr1:203624863-203625211,NM_001001396$ATP2B4$chr1$203595914$+%NM_001684$ATP2B4$chr1$203595914$+,0.32
chr16:1381826-1382192,NM_001001410$TSR3$chr16$1401873$-,0.66
chr1:151877533-151877895,NM_001001523$RORC$chr1$151798553$-,0.42
chr7:148788628-148788884,NM_001001661$ZNF425$chr7$148823438$-,0.73
chr22:50629840-50630128,NM_001001694$IL17REL$chr22$50451055$-,0.32
chr9:140117588-140118357,NM_001001710$FAM166A$chr9$140142244$-,0.74
chr9:140134697-140134985,NM_001001710$FAM166A$chr9$140142244$-,0.41
chr22:50329443-50330313,NM_001001852$PIM3$chr22$50354142$+,0.41
chr21:36257911-36258724,NM_001001890$RUNX1$chr21$36260987$-%NM_001122607$RUNX1$chr21$36260987$-,0.33
chr21:36356108-36356416,NM_001001890$RUNX1$chr21$36260987$-%NM_001122607$RUNX1$chr21$36260987$-,0.5
chr12:120450063-120450486,NM_001002$RPLP0$chr12$120639014$-%NM_053275$RPLP0$chr12$120639014$-,0.44
chr12:120689817-120690140,NM_001002$RPLP0$chr12$120639014$-%NM_053275$RPLP0$chr12$120639014$-,0.39
chr6:149802219-149802342,NM_001002255$SUMO4$chr6$149721494$+,0.35
chr6:149802955-149803363,NM_001002255$SUMO4$chr6$149721494$+,0.32
chr6:149810083-149810269,NM_001002255$SUMO4$chr6$149721494$+,0.32
chr6:149829691-149830032,NM_001002255$SUMO4$chr6$149721494$+,0.44
chr10:8179321-8179625,NM_001002295$GATA3$chr10$8096666$+%NM_002051$GATA3$chr10$8096666$+,0.41
chr1:226841173-226841776,NM_001003665$C1orf95$chr1$226736500$+,0.38
chr18:13577393-13578089,NM_001003675$LDLRAD4$chr18$13611462$+%NM_001003674$LDLRAD4$chr18$13611462$+,0.45
chr18:13615424-13615980,NM_001003675$LDLRAD4$chr18$13611462$+%NM_001003674$LDLRAD4$chr18$13611462$+,0.54
chr6:31702368-31703528,NM_001003693$LY6G6F$chr6$31674683$+,0.36
chr21:26952057-26952278,NM_001003703$ATP5J$chr21$27107965$-%NM_001003701$ATP5J$chr21$27107965$-%NM_001003696$ATP5J$chr21$27107965$-%NM_001003697$ATP5J$chr21$27107965$-%NM_001685$ATP5J$chr21$27107965$-,0.32
chr8:37738160-37738666,NM_001003790$ERLIN2$chr8$37594196$+,0.3
chr7:150705271-150705459,NM_001003801$SMARCD3$chr7$150945749$-,0.35
